country,unit,iso_code,type,model,status,site_name,site_location,owner_long_name,latest_thermal_power,latest_gross_electr_power,original_design_net_electr_power,latest_ref_unit_power_net,construction_date,criticality_date,grid_date,commercial_date,suspended_operation_date,susp_op_end_date,permanent_shutdown_date,operator_long_name,load_factor,lifetime_electr_supplied
"IRAN, ISLAMIC REPUBLIC OF",BUSHEHR-4,IR,PWR  ,,Cancelled Plan,BUSHEHR,Seacoast,ATOMIC ENERGY ORGANIZATION OF IRAN,3000,1000,915,915,,,,,,,2009-01-28,ATOMIC ENERGY ORGANIZATION OF IRAN,,
"IRAN, ISLAMIC REPUBLIC OF",DARKHOVAIN,IR,PWR  ,IR-360,Planned,DARKHOVAIN,Inland near a river,Nuclear Power Production and Development Co. of Ir,1113,360,330,330,,,,,,,,Nuclear Power Production and Development Co. of Ir,,
"IRAN, ISLAMIC REPUBLIC OF",ESTEHLAL-1,IR,PWR  ,,Cancelled Plan,ESTEHLAL,,,750,300,280,280,,,,,,,,ATOMIC ENERGY ORGANIZATION OF IRAN,,
"IRAN, ISLAMIC REPUBLIC OF",ESTEHLAL-2,IR,PWR  ,,Cancelled Plan,ESTEHLAL,,,750,300,280,280,,,,,,,,ATOMIC ENERGY ORGANIZATION OF IRAN,,
"IRAN, ISLAMIC REPUBLIC OF",IRAN-7,IR,PWR  ,,Cancelled Plan,IRAN,,,3760,1303,1237,1237,,,,,,,1979-01-01,ATOMIC ENERGY ORGANIZATION OF IRAN,,
"IRAN, ISLAMIC REPUBLIC OF",IRAN-8,IR,PWR  ,,Cancelled Plan,IRAN,,,3760,1303,1237,1237,,,,,,,1979-01-01,ATOMIC ENERGY ORGANIZATION OF IRAN,,
IRAQ,IRAQ-1,IQ,PWR  ,,Suspended Plan,IRAQ,,,0,0,400,400,,,,,,,,,,
ITALY,CAORSO,IT,BWR  ,BWR-4 (Mark 2),Permanent Shutdown,CAORSO,Inland near a river,Societa Gestione Impanti Nucleari S.p.a.,2651,882,840,860,1970-01-01,1977-12-31,1978-05-23,1981-12-01,,,1990-07-01,Societa Gestione Impanti Nucleari S.p.a.,36.68,
ITALY,CIRENE,IT,HWLWR,full scale prototype,Cancelled Constr.,CIRENE,Seacoast,Societa Gestione Impanti Nucleari S.p.a.,117,40,35,35,1979-01-01,,,,,,1988-01-01,ENEL SOCIETA PER AZIONI/ENTE PER LE NUOVE TECNOLOG,,
ITALY,ENRICO FERMI,IT,PWR  ,WH 4LP,Permanent Shutdown,ENRICO FERMI (TRINO),Inland near a river,Societa Gestione Impanti Nucleari S.p.a.,870,270,247,260,1961-07-01,1964-06-21,1964-10-22,1965-01-01,,,1990-07-01,Societa Gestione Impanti Nucleari S.p.a.,45.28,
ITALY,GARIGLIANO,IT,BWR  ,BWR-1,Permanent Shutdown,GARIGLIANO,Inland near a river,Societa Gestione Impanti Nucleari S.p.a.,506,160,150,150,1959-11-01,1963-06-05,1964-01-01,1964-06-01,,,1982-03-01,Societa Gestione Impanti Nucleari S.p.a.,38.98,
ITALY,LATINA,IT,GCR  ,MAGNOX,Permanent Shutdown,LATINA,Seacoast,Societa Gestione Impanti Nucleari S.p.a.,660,160,200,153,1958-11-01,1962-12-27,1963-05-12,1964-01-01,,,1987-12-01,Societa Gestione Impanti Nucleari S.p.a.,70.34,
ITALY,LOMBARDIA-1,IT,PWR  ,,Suspended Plan,LOMBARDIA,,ENEL S.p.A.,0,0,950,950,,,,,,,1987-12-01,ENEL S.p.A.,,
ITALY,LOMBARDIA-2,IT,PWR  ,,Suspended Plan,LOMBARDIA,,ENEL S.p.A.,0,0,950,950,,,,,,,1987-12-01,ENEL S.p.A.,,
ITALY,MONTALTO DI CASTRO-1,IT,BWR  ,,Cancelled Constr.,MONTALTO DI CASTRO,Seacoast,,2894,1009,982,982,1982-07-01,,,,,,1988-01-01,ENEL S.p.A.,,
ITALY,MONTALTO DI CASTRO-2,IT,BWR  ,,Cancelled Constr.,MONTALTO DI CASTRO,Seacoast,ENEL S.p.A.,2894,1009,982,982,1982-07-01,,,,,,1988-01-01,ENEL S.p.A.,,
ITALY,PIEMONTE TRINO-1,IT,PWR  ,,Suspended Plan,PIEMONTE TRINO,,ENEL S.p.A.,2775,1000,950,950,,,,,,,1987-12-01,ENEL S.p.A.,,
ITALY,PIEMONTE TRINO-2,IT,PWR  ,,Suspended Plan,PIEMONTE TRINO,,ENEL S.p.A.,2775,1000,950,950,,,,,,,1987-12-01,ENEL S.p.A.,,
ITALY,PUGLIA-1,IT,PWR  ,,Suspended Plan,PUGLIA,,ENEL S.p.A.,0,0,950,950,,,,,,,1987-12-01,ENEL S.p.A.,,
ITALY,PUGLIA-2,IT,PWR  ,,Suspended Plan,PUGLIA,,ENEL S.p.A.,0,0,950,950,,,,,,,1987-12-01,ENEL S.p.A.,,
ITALY,TERMOLI-1,IT,PWR  ,,Cancelled Plan,TERMOLI,,,2900,982,952,952,,,,,,,1982-01-01,ENEL S.p.A.,,
ITALY,TERMOLI-2,IT,PWR  ,,Cancelled Plan,TERMOLI,,,2900,982,952,952,,,,,,,1982-01-01,ENEL S.p.A.,,
JAPAN,FUGEN ATR,JP,HWLWR,ATR,Permanent Shutdown,FUGEN ATR,Seacoast,JAPAN ATOMIC ENERGY AGENCY,557,165,148,148,1972-05-10,1978-03-20,1978-07-29,1979-03-20,,,2003-03-29,JAPAN ATOMIC ENERGY AGENCY,61.86,
JAPAN,FUKUSHIMA-DAIICHI-1,JP,BWR  ,BWR-3,Permanent Shutdown,FUKUSHIMA-DAIICHI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",1380,460,439,439,1967-07-25,1970-10-10,1970-11-17,1971-03-26,,,2011-05-19,"Tokyo Electric Power Company Holdings, Inc.",53.32,
JAPAN,FUKUSHIMA-DAIICHI-2,JP,BWR  ,BWR-4,Permanent Shutdown,FUKUSHIMA-DAIICHI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",2381,784,760,760,1969-06-09,1973-05-10,1973-12-24,1974-07-18,,,2011-05-19,"Tokyo Electric Power Company Holdings, Inc.",60.77,
JAPAN,FUKUSHIMA-DAIICHI-3,JP,BWR  ,BWR-4,Permanent Shutdown,FUKUSHIMA-DAIICHI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",2381,784,760,760,1970-12-28,1974-09-06,1974-10-26,1976-03-27,,,2011-05-19,"Tokyo Electric Power Company Holdings, Inc.",65.27,
JAPAN,FUKUSHIMA-DAIICHI-4,JP,BWR  ,BWR-4,Permanent Shutdown,FUKUSHIMA-DAIICHI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",2381,784,760,760,1973-02-12,1978-01-28,1978-02-24,1978-10-12,,,2011-05-19,"Tokyo Electric Power Company Holdings, Inc.",70.02,
JAPAN,FUKUSHIMA-DAIICHI-5,JP,BWR  ,BWR-4,Permanent Shutdown,FUKUSHIMA-DAIICHI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",2381,784,760,760,1972-05-22,1977-08-26,1977-09-22,1978-04-18,,,2013-12-17,"Tokyo Electric Power Company Holdings, Inc.",65.5,
JAPAN,FUKUSHIMA-DAIICHI-6,JP,BWR  ,BWR-5,Permanent Shutdown,FUKUSHIMA-DAIICHI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3293,1100,1067,1067,1973-10-26,1979-03-09,1979-05-04,1979-10-24,,,2013-12-17,"Tokyo Electric Power Company Holdings, Inc.",64.19,
JAPAN,FUKUSHIMA-DAIICHI-7,JP,BWR  ,ABWR,Cancelled Plan,FUKUSHIMA-DAIICHI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3926,1380,1339,1339,,,,,,,2012-05-01,"Tokyo Electric Power Company Holdings, Inc.",,
JAPAN,FUKUSHIMA-DAIICHI-8,JP,BWR  ,ABWR,Cancelled Plan,FUKUSHIMA-DAIICHI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3926,1380,1339,1339,,,,,,,2012-05-01,"Tokyo Electric Power Company Holdings, Inc.",,
JAPAN,FUKUSHIMA-DAINI-1,JP,BWR  ,BWR-5,Permanent Shutdown,FUKUSHIMA-DAINI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3293,1100,1067,1067,1976-03-16,1981-06-17,1981-07-31,1982-04-20,,,2019-09-30,"Tokyo Electric Power Company Holdings, Inc.",58.26,
JAPAN,FUKUSHIMA-DAINI-2,JP,BWR  ,BWR-5,Permanent Shutdown,FUKUSHIMA-DAINI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3293,1100,1067,1067,1979-05-25,1983-04-26,1983-06-23,1984-02-03,,,2019-09-30,"Tokyo Electric Power Company Holdings, Inc.",56.6,
JAPAN,FUKUSHIMA-DAINI-3,JP,BWR  ,BWR-5,Permanent Shutdown,FUKUSHIMA-DAINI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3293,1100,1067,1067,1981-03-23,1984-10-18,1984-12-14,1985-06-21,,,2019-09-30,"Tokyo Electric Power Company Holdings, Inc.",50.3,
JAPAN,FUKUSHIMA-DAINI-4,JP,BWR  ,BWR-5,Permanent Shutdown,FUKUSHIMA-DAINI,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3293,1100,1067,1067,1981-05-28,1986-10-24,1986-12-17,1987-08-25,,,2019-09-30,"Tokyo Electric Power Company Holdings, Inc.",52.94,
JAPAN,GENKAI-1,JP,PWR  ,M (2-loop),Permanent Shutdown,GENKAI,Seacoast,"Kyushu Electric Power Co., Inc.",1650,559,529,529,1971-09-15,1975-01-28,1975-02-14,1975-10-15,,,2015-04-27,"Kyushu Electric Power Co., Inc.",68.44,
JAPAN,GENKAI-2,JP,PWR  ,M (2-loop),Permanent Shutdown,GENKAI,Seacoast,"Kyushu Electric Power Co., Inc.",1650,559,529,529,1977-02-01,1980-05-21,1980-06-03,1981-03-30,,,2019-04-09,"Kyushu Electric Power Co., Inc.",64.52,
JAPAN,GENKAI-3,JP,PWR  ,M (4-loop),Operational,GENKAI,Seacoast,"Kyushu Electric Power Co., Inc.",3423,1180,1127,1127,1988-06-01,1993-05-28,1993-06-15,1994-03-18,,,,"Kyushu Electric Power Co., Inc.",64.29,201.89
JAPAN,GENKAI-4,JP,PWR  ,M (4-loop),Operational,GENKAI,Seacoast,"Kyushu Electric Power Co., Inc.",3423,1180,1127,1127,1992-07-15,1996-10-23,1996-11-12,1997-07-25,,,,"Kyushu Electric Power Co., Inc.",65.19,178.69
JAPAN,HAMAOKA-1,JP,BWR  ,BWR-4,Permanent Shutdown,HAMAOKA,Seacoast,"CHUBU ELECTRIC POWER CO., INC.",1593,540,516,515,1971-06-10,1974-06-20,1974-08-13,1976-03-17,,,2009-01-30,"CHUBU ELECTRIC POWER CO., INC.",47.86,
JAPAN,HAMAOKA-2,JP,BWR  ,BWR-4,Permanent Shutdown,HAMAOKA,Seacoast,"CHUBU ELECTRIC POWER CO., INC.",2436,840,814,806,1974-06-14,1978-03-28,1978-05-04,1978-11-29,,,2009-01-30,"CHUBU ELECTRIC POWER CO., INC.",59.6,
JAPAN,HAMAOKA-3,JP,BWR  ,BWR-5,Suspended Operation,HAMAOKA,Seacoast,"CHUBU ELECTRIC POWER CO., INC.",3293,1100,1056,1056,1983-04-18,1986-11-21,1987-01-20,1987-08-28,2010-11-29,,,"CHUBU ELECTRIC POWER CO., INC.",77.96,
JAPAN,HAMAOKA-4,JP,BWR  ,BWR-5,Suspended Operation,HAMAOKA,Seacoast,"CHUBU ELECTRIC POWER CO., INC.",3293,1137,1092,1092,1989-10-13,1992-12-02,1993-01-27,1993-09-03,2011-05-13,,,"CHUBU ELECTRIC POWER CO., INC.",79.75,
JAPAN,HAMAOKA-5,JP,BWR  ,ABWR,Suspended Operation,HAMAOKA,Seacoast,"CHUBU ELECTRIC POWER CO., INC.",3926,1380,1325,1325,2000-07-12,2004-03-23,2004-04-30,2005-01-18,2011-05-14,,,"CHUBU ELECTRIC POWER CO., INC.",49.08,
JAPAN,HAMAOKA-6,JP,BWR  ,ABWR,Planned,HAMAOKA,Seacoast,"CHUBU ELECTRIC POWER CO., INC.",3926,1400,1350,1350,,,,,,,,"CHUBU ELECTRIC POWER CO., INC.",,
JAPAN,HIGASHI DORI-1 (TEPCO),JP,BWR  ,ABWR,Planned,HIGASHIDORI TEPCO,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3926,1385,1343,1343,,,,,,,,"Tokyo Electric Power Company Holdings, Inc.",,
JAPAN,HIGASHI DORI-1 (TOHOKU),JP,BWR  ,BWR-5,Suspended Operation,HIGASHIDORI,Seacoast,"Tohoku Electric Power Co., Inc",3293,1100,1067,1067,2000-11-07,2005-01-24,2005-03-09,2005-12-08,2011-03-11,,,"Tohoku Electric Power Co., Inc",80.67,
JAPAN,HIGASHI DORI-2 (TEPCO),JP,BWR  ,ABWR,Planned,HIGASHIDORI TEPCO,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3926,1385,1343,1343,,,,,,,,"Tokyo Electric Power Company Holdings, Inc.",,
JAPAN,HIGASHI DORI-2 (TOHOKU),JP,BWR  ,ABWR,Planned,HIGASHIDORI,Seacoast,"Tohoku Electric Power Co., Inc",,,1067,1067,,,,,,,,"Tohoku Electric Power Co., Inc",,
JAPAN,IKATA-1,JP,PWR  ,M (2-loop),Permanent Shutdown,IKATA,Seacoast,"SHIKOKU ELECTRIC POWER CO., INC",1650,566,538,538,1973-09-01,1977-01-29,1977-02-17,1977-09-30,,,2016-05-10,"SHIKOKU ELECTRIC POWER CO., INC",69.04,
JAPAN,IKATA-2,JP,PWR  ,M (2-loop),Permanent Shutdown,IKATA,Seacoast,"SHIKOKU ELECTRIC POWER CO., INC",1650,566,538,538,1978-08-01,1981-07-31,1981-08-19,1982-03-19,,,2018-05-23,"SHIKOKU ELECTRIC POWER CO., INC",67.86,
JAPAN,IKATA-3,JP,PWR  ,M (3-loop),Operational,IKATA,Seacoast,"SHIKOKU ELECTRIC POWER CO., INC",2660,890,846,846,1990-10-01,1994-02-23,1994-03-29,1994-12-15,,,,"SHIKOKU ELECTRIC POWER CO., INC",65.22,145.24
JAPAN,JPDR,JP,BWR  ,BWR-1,Permanent Shutdown,JPDR,Seacoast,JAPAN ATOMIC ENERGY AGENCY,90,13,10,12,1960-12-01,1963-08-22,1963-10-26,1965-03-15,,,1976-03-18,JAPAN ATOMIC ENERGY AGENCY,4.57,
JAPAN,KAMINOSEKI-1,JP,BWR  ,ABWR,Planned,KAMINOSEKI,Seacoast,"THE CHUGOKU ELECTRIC POWER CO., INC.",3926,1373,1325,1325,,,,,,,,"THE CHUGOKU ELECTRIC POWER CO., INC.",,
JAPAN,KAMINOSEKI-2,JP,BWR  ,ABWR,Planned,KAMINOSEKI,Seacoast,"THE CHUGOKU ELECTRIC POWER CO., INC.",3926,1373,1325,1325,,,,2023-03-31,,,,"THE CHUGOKU ELECTRIC POWER CO., INC.",,
JAPAN,KASHIWAZAKI KARIWA-1,JP,BWR  ,BWR-5,Suspended Operation,KASHIWAZAKI KARIWA,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3293,1100,1067,1067,1980-06-05,1984-12-12,1985-02-13,1985-09-18,2011-08-06,,,"Tokyo Electric Power Company Holdings, Inc.",65.14,
JAPAN,KASHIWAZAKI KARIWA-2,JP,BWR  ,BWR-5,Suspended Operation,KASHIWAZAKI KARIWA,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3293,1100,1067,1067,1985-11-18,1989-11-30,1990-02-08,1990-09-28,2007-07-05,,,"Tokyo Electric Power Company Holdings, Inc.",74.3,
JAPAN,KASHIWAZAKI KARIWA-3,JP,BWR  ,BWR-5,Suspended Operation,KASHIWAZAKI KARIWA,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3293,1100,1067,1067,1989-03-07,1992-10-19,1992-12-08,1993-08-11,2007-09-19,,,"Tokyo Electric Power Company Holdings, Inc.",73.67,
JAPAN,KASHIWAZAKI KARIWA-4,JP,BWR  ,BWR-5,Suspended Operation,KASHIWAZAKI KARIWA,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3293,1100,1067,1067,1990-03-05,1993-11-01,1993-12-21,1994-08-11,2008-02-11,,,"Tokyo Electric Power Company Holdings, Inc.",71.0,
JAPAN,KASHIWAZAKI KARIWA-5,JP,BWR  ,BWR-5,Suspended Operation,KASHIWAZAKI KARIWA,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3293,1100,1067,1067,1985-06-20,1989-07-20,1989-09-12,1990-04-10,2012-01-25,,,"Tokyo Electric Power Company Holdings, Inc.",66.08,
JAPAN,KASHIWAZAKI KARIWA-6,JP,BWR  ,ABWR,Suspended Operation,KASHIWAZAKI KARIWA,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3926,1356,1315,1315,1992-11-03,1995-12-18,1996-01-29,1996-11-07,2012-03-26,,,"Tokyo Electric Power Company Holdings, Inc.",73.13,
JAPAN,KASHIWAZAKI KARIWA-7,JP,BWR  ,ABWR,Suspended Operation,KASHIWAZAKI KARIWA,Seacoast,"Tokyo Electric Power Company Holdings, Inc.",3926,1356,1315,1315,1993-07-01,1996-11-01,1996-12-17,1997-07-02,2011-08-23,,,"Tokyo Electric Power Company Holdings, Inc.",69.86,
JAPAN,MAKI,JP,BWR  ,,Cancelled Plan,MAKI,Seacoast,"Tohoku Electric Power Co., Inc",2436,825,796,796,,,,,,,2009-01-28,"Tohoku Electric Power Co., Inc",,
JAPAN,MIHAMA-1,JP,PWR  ,WH 2LP,Permanent Shutdown,MIHAMA,Seacoast,Kansai Electric Power Co.,1031,340,320,320,1967-02-01,1970-07-29,1970-08-08,1970-11-28,,,2015-04-27,Kansai Electric Power Co.,48.31,
JAPAN,MIHAMA-2,JP,PWR  ,M (2-loop),Permanent Shutdown,MIHAMA,Seacoast,Kansai Electric Power Co.,1456,500,470,470,1968-05-29,1972-04-10,1972-04-21,1972-07-25,,,2015-04-27,Kansai Electric Power Co.,57.67,
JAPAN,MIHAMA-3,JP,PWR  ,M (3-loop),Operational,MIHAMA,Seacoast,Kansai Electric Power Co.,2440,826,780,780,1972-08-07,1976-01-28,1976-02-19,1976-12-01,,,,Kansai Electric Power Co.,56.33,185.22
JAPAN,MONJU,JP,FBR  ,-,Permanent Shutdown,MONJU,Seacoast,JAPAN ATOMIC ENERGY AGENCY,714,280,246,246,1986-05-10,1994-04-05,1995-08-29,,1995-12-08,2017-12-05,2017-12-05,JAPAN ATOMIC ENERGY AGENCY,,
JAPAN,NAMIE-ODAKA,JP,BWR  ,BWR,Cancelled Plan,NAMIE-ODAKA,Seacoast,"Tohoku Electric Power Co., Inc",,,825,825,,,,,,,2013-04-09,"Tohoku Electric Power Co., Inc",,
JAPAN,OHI-1,JP,PWR  ,WH 4LP,Permanent Shutdown,OHI,Seacoast,Kansai Electric Power Co.,3423,1175,1120,1120,1972-10-26,1977-12-02,1977-12-23,1979-03-27,,,2018-03-01,Kansai Electric Power Co.,55.76,
JAPAN,OHI-2,JP,PWR  ,WH 4LP,Permanent Shutdown,OHI,Seacoast,Kansai Electric Power Co.,3423,1175,1120,1120,1972-12-08,1978-09-14,1978-10-11,1979-12-05,,,2018-03-01,Kansai Electric Power Co.,61.69,
JAPAN,OHI-3,JP,PWR  ,M (4-loop),Operational,OHI,Seacoast,Kansai Electric Power Co.,3423,1180,1127,1127,1987-10-03,1991-05-17,1991-06-07,1991-12-18,,,,Kansai Electric Power Co.,67.3,219.87
JAPAN,OHI-4,JP,PWR  ,M (4-loop),Operational,OHI,Seacoast,Kansai Electric Power Co.,3423,1180,1127,1127,1988-06-13,1992-05-28,1992-06-19,1993-02-02,,,,Kansai Electric Power Co.,71.85,226.57
JAPAN,OHMA,JP,BWR  ,ABWR,Under Construction,OHMA,Seacoast,"ELECTRIC POWER DEVELOPMENT CO., LTD.",3926,1383,1328,1328,2010-05-07,,,,,,,"ELECTRIC POWER DEVELOPMENT CO., LTD.",,
JAPAN,ONAGAWA-1,JP,BWR  ,BWR-4,Permanent Shutdown,ONAGAWA,Seacoast,"Tohoku Electric Power Co., Inc",1593,524,498,498,1980-07-08,1983-10-18,1983-11-18,1984-06-01,,,2018-12-21,"Tohoku Electric Power Co., Inc",52.16,
JAPAN,ONAGAWA-2,JP,BWR  ,BWR-5,Operational,ONAGAWA,Seacoast,"Tohoku Electric Power Co., Inc",2436,825,796,796,1991-04-12,1994-11-02,1994-12-23,1995-07-28,2011-03-11,2024-11-15,,"Tohoku Electric Power Co., Inc",73.17,81.73
JAPAN,ONAGAWA-3,JP,BWR  ,BWR-5,Suspended Operation,ONAGAWA,Seacoast,"Tohoku Electric Power Co., Inc",2436,825,796,796,1998-01-23,2001-04-26,2001-05-30,2002-01-30,2011-03-11,,,"Tohoku Electric Power Co., Inc",69.07,
JAPAN,SENDAI-1,JP,PWR  ,M (3-loop),Operational,SENDAI,Seacoast,"Kyushu Electric Power Co., Inc.",2660,890,846,846,1979-12-15,1983-08-25,1983-09-16,1984-07-04,,,,"Kyushu Electric Power Co., Inc.",75.14,231.7
JAPAN,SENDAI-2,JP,PWR  ,M (3-loop),Operational,SENDAI,Seacoast,"Kyushu Electric Power Co., Inc.",2660,890,846,846,1981-10-12,1985-03-18,1985-04-05,1985-11-28,,,,"Kyushu Electric Power Co., Inc.",75.53,217.56
JAPAN,SENDAI-3,JP,PWR  ,APWR,Planned,SENDAI,Seacoast,"Kyushu Electric Power Co., Inc.",4466,1590,1590,1590,,,,,,,,"Kyushu Electric Power Co., Inc.",,
JAPAN,SHIKA-1,JP,BWR  ,BWR-5,Suspended Operation,SHIKA,Seacoast,HOKURIKU ELECTRIC POWER CO.,1593,540,505,505,1989-07-01,1992-11-20,1993-01-12,1993-07-30,2011-03-01,,,HOKURIKU ELECTRIC POWER CO.,71.16,
JAPAN,SHIKA-2,JP,BWR  ,ABWR,Suspended Operation,SHIKA,Seacoast,HOKURIKU ELECTRIC POWER CO.,3926,1206,1304,1108,2001-08-20,2005-05-26,2005-07-04,2006-03-15,2011-03-11,,,HOKURIKU ELECTRIC POWER CO.,50.36,
JAPAN,SHIMANE-1,JP,BWR  ,BWR-3,Permanent Shutdown,SHIMANE,Seacoast,"THE CHUGOKU ELECTRIC POWER CO., INC.",1380,460,439,439,1970-07-02,1973-06-01,1973-12-02,1974-03-29,,,2015-04-30,"THE CHUGOKU ELECTRIC POWER CO., INC.",64.12,
JAPAN,SHIMANE-2,JP,BWR  ,BWR-5,Operational,SHIMANE,Seacoast,"THE CHUGOKU ELECTRIC POWER CO., INC.",2436,820,789,789,1985-02-02,1988-05-25,1988-07-11,1989-02-10,2012-01-17,2024-12-12,,"THE CHUGOKU ELECTRIC POWER CO., INC.",80.04,129.32
JAPAN,SHIMANE-3,JP,BWR  ,ABWR,Under Construction,SHIMANE,Seacoast,"THE CHUGOKU ELECTRIC POWER CO., INC.",3926,1373,1325,1325,2006-10-24,,,,,,,"THE CHUGOKU ELECTRIC POWER CO., INC.",,
JAPAN,TAKAHAMA-1,JP,PWR  ,M (3-loop),Operational,TAKAHAMA,Seacoast,Kansai Electric Power Co.,2440,826,780,780,1970-04-25,1974-03-14,1974-03-27,1974-11-14,2011-01-10,2023-08-02,,Kansai Electric Power Co.,70.99,182.48
JAPAN,TAKAHAMA-2,JP,PWR  ,M (3-loop),Operational,TAKAHAMA,Seacoast,Kansai Electric Power Co.,2440,826,780,780,1971-03-09,1974-12-20,1975-01-17,1975-11-14,2011-11-25,2023-09-20,,Kansai Electric Power Co.,70.78,180.72
JAPAN,TAKAHAMA-3,JP,PWR  ,M (3-loop),Operational,TAKAHAMA,Seacoast,Kansai Electric Power Co.,2660,870,830,830,1980-12-12,1984-04-17,1984-05-09,1985-01-17,,,,Kansai Electric Power Co.,71.87,209.11
JAPAN,TAKAHAMA-4,JP,PWR  ,M (3-loop),Operational,TAKAHAMA,Seacoast,Kansai Electric Power Co.,2660,870,830,830,1981-03-19,1984-10-11,1984-11-01,1985-06-05,,,,Kansai Electric Power Co.,71.32,205.44
JAPAN,TOKAI-1,JP,GCR  ,MAGNOX,Permanent Shutdown,TOKAI,Seacoast,JAPAN ATOMIC POWER CO.,587,166,159,137,1961-03-01,1965-05-04,1965-11-10,1966-07-25,,,1998-03-31,JAPAN ATOMIC POWER CO.,70.77,
JAPAN,TOKAI-2,JP,BWR  ,BWR-5,Suspended Operation,TOKAI,Seacoast,JAPAN ATOMIC POWER CO.,3293,1100,1056,1060,1973-10-03,1978-01-18,1978-03-13,1978-11-28,2011-03-11,,,JAPAN ATOMIC POWER CO.,73.01,
JAPAN,TOMARI-1,JP,PWR  ,M (2-loop),Suspended Operation,TOMARI,Seacoast,"HOKKAIDO ELECTRIC POWER CO., INC.",1650,579,550,550,1985-04-18,1988-11-16,1988-12-06,1989-06-22,2011-04-22,,,"HOKKAIDO ELECTRIC POWER CO., INC.",85.73,
JAPAN,TOMARI-2,JP,PWR  ,M (2-loop),Suspended Operation,TOMARI,Seacoast,"HOKKAIDO ELECTRIC POWER CO., INC.",1650,579,550,550,1985-06-13,1990-07-25,1990-08-27,1991-04-12,2011-08-26,,,"HOKKAIDO ELECTRIC POWER CO., INC.",84.21,
JAPAN,TOMARI-3,JP,PWR  ,M (3-loop),Suspended Operation,TOMARI,Seacoast,"HOKKAIDO ELECTRIC POWER CO., INC.",2660,912,866,866,2004-11-18,2009-03-03,2009-03-20,2009-12-22,2012-05-05,,,"HOKKAIDO ELECTRIC POWER CO., INC.",96.64,
JAPAN,TSURUGA-1,JP,BWR  ,BWR-2,Permanent Shutdown,TSURUGA,Seacoast,JAPAN ATOMIC POWER CO.,1070,357,341,340,1966-04-22,1969-10-03,1969-11-16,1970-03-14,,,2015-04-27,JAPAN ATOMIC POWER CO.,60.4,
JAPAN,TSURUGA-2,JP,PWR  ,M (4-loop),Suspended Operation,TSURUGA,Seacoast,JAPAN ATOMIC POWER CO.,3411,1160,1115,1108,1982-11-06,1986-05-28,1986-06-19,1987-02-17,2011-05-07,,,JAPAN ATOMIC POWER CO.,77.92,
JAPAN,TSURUGA-3,JP,PWR  ,APWR,Planned,TSURUGA,Seacoast,JAPAN ATOMIC POWER CO.,4466,1538,1475,1475,,,,,,,,JAPAN ATOMIC POWER CO.,,
JAPAN,TSURUGA-4,JP,PWR  ,APWR,Planned,TSURUGA,Seacoast,JAPAN ATOMIC POWER CO.,4466,1538,1475,1475,,,,,,,,JAPAN ATOMIC POWER CO.,,
KAZAKHSTAN,AKTAU,KZ,FBR  ,BN-350,Permanent Shutdown,AKTAU,Seacoast,"Ministry of Energy of the Republic of Kazakhstan
",1000,90,52,52,1964-10-01,1972-11-01,1973-07-16,1973-07-16,,,1999-04-22,Limited liability partnership «Mangistau atomic en,43.48,
"KOREA, REPUBLIC OF",HANBIT-1,KR,PWR  ,WH F,Operational,HANBIT,Seacoast,Korea Hydro and Nuclear Power Co.,2787,1025,903,965,1981-06-04,1986-01-31,1986-03-05,1986-08-25,,,,Korea Hydro and Nuclear Power Co.,84.54,266.62
"KOREA, REPUBLIC OF",HANBIT-2,KR,PWR  ,WH F,Operational,HANBIT,Seacoast,Korea Hydro and Nuclear Power Co.,2787,1024,903,952,1981-12-01,1986-10-15,1986-11-11,1987-06-10,,,,Korea Hydro and Nuclear Power Co.,84.04,260.18
"KOREA, REPUBLIC OF",HANBIT-3,KR,PWR  ,OPR-1000,Operational,HANBIT,Seacoast,Korea Hydro and Nuclear Power Co.,2825,1041,950,983,1989-12-23,1994-10-13,1994-10-30,1995-03-31,,,,Korea Hydro and Nuclear Power Co.,79.98,205.39
